year,position,artist,title
2009,15,BEYONCE,HALO
2009,16,LILY ALLEN,NOT FAIR
2009,17,DANIEL MERRIWEATHER,RED
2009,18,DAVID GUETTA FT KELLY ROWLAND,WHEN LOVE TAKES OVER
2009,19,BEYONCE,SINGLE LADIES (PUT A RING ON IT)
2009,20,BEYONCE,SWEET DREAMS
2009,21,KERI HILSON / KANYE WEST / NE-YO,KNOCK YOU DOWN
2009,22,LA ROUX,BULLETPROOF
2009,23,BLACK EYED PEAS,MEET ME HALFWAY
2009,24,DIZZEE RASCAL / VAN HELDEN,BONKERS
2009,25,TAYLOR SWIFT,LOVE STORY
2009,26,AGNES,RELEASE ME
2009,27,JLS,BEAT AGAIN
2009,28,ALESHA DIXON,BREATHE SLOW
2009,29,CALVIN HARRIS,I'M NOT ALONE
2009,30,CHERYL COLE,FIGHT FOR THIS LOVE
2009,31,JASON MRAZ,I'M YOURS
2009,32,FLO RIDA FT KESHA,RIGHT ROUND
2009,33,TI FT JUSTIN TIMBERLAKE,DEAD AND GONE
2009,34,CASCADA,EVACUATE THE DANCEFLOOR
2009,35,KID CUDI VS CROOKERS,DAY 'N' NITE
2009,36,MR HUDSON FT KANYE WEST,SUPERNOVA
2009,37,METRO STATION,SHAKE IT
2009,38,EMINEM,WE MADE YOU
2009,39,LADY GAGA,BAD ROMANCE
2009,40,TAIO CRUZ,BREAK YOUR HEART
2009,41,AKON FT K OFFISHALL / C O'DONIS,BEAUTIFUL
2009,42,ALEXANDRA BURKE FT FLO RIDA,BAD BOYS
2009,43,PITBULL,I KNOW YOU WANT ME (CALLE OCHO)
2009,44,LITTLE BOOTS,REMEDY
2009,45,CIARA FT JUSTIN TIMBERLAKE,LOVE SEX MAGIC
2009,46,KILLERS,HUMAN
2009,47,KELLY CLARKSON,MY LIFE WOULD SUCK WITHOUT YOU
2009,48,SOULJA BOY TELLEM FT SAMMIE,KISS ME THRU THE PHONE
2009,49,TINCHY STRYDER FT TAIO CRUZ,TAKE ME BACK
2009,50,VERONICAS,UNTOUCHED
2009,51,JORDIN SPARKS,BATTLEFIELD
2009,52,MICHAEL BUBLE,HAVEN'T MET YOU YET
2009,53,SHAKIRA,SHE WOLF
2009,54,KESHA,TIK TOK
2009,55,TINCHY STRYDER FT AMELLE,NEVER LEAVE YOU
2009,56,PRODIGY,OMEN
2009,57,SATURDAYS,ISSUES
2009,58,SHONTELLE,T-SHIRT
2009,59,NOISETTES,DON'T UPSET THE RHYTHM (GO BABY GO)
2009,60,ENRIQUE IGLESIAS FT CIARA,TAKIN' BACK MY LOVE
2009,61,JAY-Z FT RIHANNA & KANYE WEST,RUN THIS TOWN
2009,62,KEVIN RUDOLF FT LIL WAYNE,LET IT ROCK
2009,63,TEMPER TRAP,SWEET DISPOSITION
2009,64,KATY PERRY,HOT N COLD
2009,65,BEYONCE,IF I WERE A BOY
2009,66,DIZZEE RASCAL,HOLIDAY
2009,67,LEONA LEWIS,RUN
2009,68,SEAN KINGSTON,FIRE BURNING
2009,69,IAN CAREY PROJECT,GET SHAKY
2009,70,PIXIE LOTT,MAMA DO
2009,71,ALEXANDRA BURKE,HALLELUJAH
2009,72,JAY SEAN FT LIL WAYNE,DOWN
2009,73,JLS,EVERYBODY IN LOVE
2009,74,PIXIE LOTT,BOYS & GIRLS
2009,75,PRODIGY,WARRIOR'S DANCE
2009,76,PETER KAY'S ANIMATED ALL STAR,THE OFFICIAL BBC CHILDREN IN NEED MEDLEY
2009,77,CHIPMUNK,OOPSY DAISY
2009,78,EMINEM FT DR DRE & 50 CENT,CRACK A BOTTLE
2009,79,WHITNEY HOUSTON,MILLION DOLLAR BILL
2009,80,PITBULL,HOTEL ROOM SERVICE
2009,81,BRITNEY SPEARS,CIRCUS
2009,82,PINK,PLEASE DON'T LEAVE ME
2009,83,MILEY CYRUS,THE CLIMB
2009,84,PUSSYCAT DOLLS / MISSY ELLIOTT,WHATCHA THINK ABOUT THAT
2009,85,WESTLIFE,WHAT ABOUT NOW
2009,86,MICHAEL JACKSON,MAN IN THE MIRROR
2009,87,JASON DERULO,WHATCHA SAY
2009,88,KASABIAN,FIRE
2009,89,FLORENCE & THE MACHINE,RABBIT HEART (RAISE IT UP)
2009,90,X FACTOR FINALISTS 2009,YOU ARE NOT ALONE
2009,91,CALVIN HARRIS,READY FOR THE WEEKEND
2009,92,IRONIK / CHIPMUNK / ELTON JOHN,TINY DANCER (HOLD ME CLOSER)
2009,93,CHIPMUNK FT EMELI SANDE,DIAMOND RINGS
2009,94,RIHANNA,RUSSIAN ROULETTE
2009,95,SATURDAYS,JUST CAN'T GET ENOUGH
2009,96,PUSSYCAT DOLLS,HUSH HUSH; HUSH HUSH
2009,97,CHICANE,POPPIHOLLA
2009,98,ROBBIE WILLIAMS,YOU KNOW ME
2009,99,ESMEE DENTERS,OUTTA HERE
2009,100,DIZZEE RASCAL,DIRTEE CASH
